fNo;INCDTNUNIQUE;INCDTNO;IYR;IMO;RAILROAD;RR2;INCDTNO2;RR3;INCDTNO3;GXID;YEAR;MONTH;DAY;TIMEHR;TIMEMIN;AMPM;TYPE;CARS;CARSDMG;CARSHZD;EVACUATE;DIVISION;STATION;MILEPOST;STATE;TEMP;VISIBLTY;WEATHER;TRNSPD;TYPSPD;TRNNBR;TRNDIR;TONS;TYPEQ;EQATT;TRKNAME;TRKCLAS;TRKDNSTY;TYPTRK;RRCAR1;CARNBR1;POSITON1;LOADED1;RRCAR2;CARNBR2;POSITON2;LOADED2;HEADEND1;MIDMAN1;MIDREM1;RMAN1;RREM1;HEADEND2;MIDMAN2;MIDREM2;RMAN2;RREM2;LOADF1;LOADP1;EMPTYF1;EMPTYP1;CABOOSE1;LOADF2;LOADP2;EMPTYF2;EMPTYP2;CABOOSE2;EQPDMG;TRKDMG;CAUSE;CAUSE2;CASKLDRR;CASINJRR;CASKLD;CASINJ;ACCAUSE;ACCTRK;ACCTRKCL;HIGHSPD;ACCDMG;STCNTY;TOTINJ;TOTKLD;ENGRS;FIREMEN;CONDUCTR;BRAKEMEN;ENGHR;ENGMIN;CDTRHR;CDTRMIN;JOINTCD;REGION;TYPRR;RRDIV;METHOD;NARRLEN;YEAR4;RREMPKLD;RREMPINJ;PASSKLD;PASSINJ;OTHERKLD;OTHERINJ;COUNTY;CNTYCD;ALCOHOL;DRUG;PASSTRN;SSB1;SSB2;RCL;Latitude;Longitud;SIGNAL;MOPERA;SUBDIV;PC1;PC2;PC3;PC4;PC5
1934;2024012-1934;2024012;24;8;PTRA;;;PTRA;2024012;;24;8;11;4;10;AM;4;7;0;0;0;;HOUSTON;1;48;80;4;1;4;E;-352;2;1086;7;Y;TRACK 42 NORTH YARD;1;0;2;UTLX;683640;1;N;;;0;;1;0;0;0;0;0;0;0;0;0;10;0;4;0;0;0;0;0;0;0;20000;0;H318;;0;0;0;0;H318;2;1;4;63000;48C201;0;0;1;0;1;2;4;30;4;30;1;5;3;;;128;2024;0;0;0;0;0;0;HARRIS;201;0;0;N;650;1;0;29.761571;-95.292969;2;5;NORTHSHORE;-0.555422911;-0.851025092;-0.332961013;-0.093687683;0.67214223
1935;2024014-1935;2024014;24;8;PTRA;;;PTRA;2024014;;24;8;24;1;15;AM;5;6;6;0;0;;HOUSTON;1;48;80;4;1;6;E;-352;2;558;1;Y;AMERICAN YARD 205;1;0;2;CTCX;250006;1;Y;;;0;;2;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;189881;0;H018;;0;0;0;0;H018;2;1;6;189881;48C201;0;0;1;0;1;1;2;15;2;15;1;5;3;;;328;2024;0;0;0;0;0;0;HARRIS;201;;;N;;;0;29.748936;-95.213293;2;5;NORTHSHORE;-0.502707534;-1.421557138;-0.123252328;-0.089100712;0.01118613
1936;2024XAAL01-1936;2024XAAL01;24;8;XAAL;;;XAAL;2024XAAL01;;24;8;30;8;43;PM;1;0;0;0;0;;FORT WORTH;361.8;48;90;4;1;13;R;CG2;1;0;7;Y;6620/YARD LEAD;3;;2;TTGX;973629;31;N;;;0;;2;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;8;0;0;145555;22345;H307;H602;0;0;0;0;H307;2;3;13;167900;48C439;0;0;1;0;1;1;2;43;2;43;1;5;3;;;33;2024;0;0;0;0;0;0;TARRANT;439;0;0;N;3300;1;0;32.980841;-97.338867;2;5;FORT WORTH;-0.296776131;-0.938102705;0.174993882;-0.193658424;-0.216692352
1937;0724TO007-1937;0724TO007;24;7;UP;;;UP;0724TO007;;24;7;8;3;27;PM;1;0;0;0;0;;EL PASO;821;48;90;2;1;3;E;MWCS;3;6952;1;Y;YARD 191;1;;2;TTGX;982416;60;N;;;0;;3;1;0;0;1;0;0;0;0;0;39;0;169;0;0;5;0;11;0;0;80434;4568;T210;;0;0;0;0;T210;2;1;3;85002;48C141;0;0;1;0;0;1;7;57;0;;1;5;CL;;;420;2024;0;0;0;0;0;0;EL PASO;141;0;0;N;7374;2;0;31.742305;-106.375433;2;5;VALENTINE SUB;-0.771799412;0.711623969;-1.053223419;0.299966834;-0.15877732
1938;0724SX003-1938;0724SX003;24;7;UP;;;UP;0724SX003;;24;7;2;8;45;AM;1;0;0;0;0;;SAN ANTONIO;265;48;78;2;1;4;R;YSA3;2;5739;7;Y;SINGLE MAIN TRACK;3;62.1;1;WRWK;405881;28;N;;;0;;3;0;0;0;0;0;0;0;0;0;26;0;49;0;0;0;0;10;0;0;10618;20610;H211;H513;0;0;0;0;H211;1;3;4;31228;48C029;0;0;2;0;0;0;9;16;0;;1;5;CL;;;1111;2024;0;0;0;0;0;0;BEXAR;29;0;0;N;8300;2;3;29.361373;-98.569822;2;3;LAREDO SUB;-0.651481673;0.175781983;-0.711972656;0.079915476;0.496959535
1939;0724TO017-1939;0724TO017;24;7;UP;;;UP;0724TO017;;24;7;14;5;25;AM;9;1;1;0;0;;FORT WORTH;249.16;48;78;1;1;0;E;;;1228;6;N;YARD 045;1;;2;DBUX;302333;23;N;;;0;;0;0;0;0;0;0;0;0;0;0;3;0;22;0;0;0;0;0;0;0;32252;0;M404;;0;0;0;0;M404;2;1;4;183090;48C439;0;0;0;0;0;0;0;;0;;3;5;CL;;;506;2024;0;0;0;0;0;0;TARRANT;439;0;0;N;1518;0;0;32.723183;-97.375933;2;5;DALLAS SUB;-0.747439002;-1.560986189;-0.578556947;0.213131593;-0.790696727
1940;0724TO017-1940;0724TO017;24;7;UP;;;UP;0724TO017;;24;7;14;5;25;AM;9;1;0;0;0;;FORT WORTH;249.16;48;78;1;1;4;E;YFW3;3;9466;7;Y;YARD 045;1;;2;TTGA;711200;24;Y;;;0;;2;0;0;0;0;0;0;0;0;0;98;0;19;0;0;1;0;0;0;0;13578;137260;M404;;0;0;0;0;M404;2;1;4;183090;48C439;0;0;2;0;0;0;5;26;0;;1;5;CL;;;506;2024;0;0;0;0;0;0;TARRANT;439;0;0;N;9373;2;3;32.723183;-97.375933;2;5;DALLAS SUB;-0.802668731;1.702225012;-1.305184652;0.53195927;-1.13582718
1941;0724TO022-1941;0724TO022;24;7;UP;;;UP;0724TO022;;24;7;14;8;6;AM;1;0;0;0;0;;ABILENE;411.52;48;78;2;1;36;E;GSRK;4;15367;1;Y;SINGLE MAIN TRACK;4;54.9;1;UP;89906;56;Y;UP;89906;56;Y;2;0;0;0;2;0;0;0;0;0;109;0;0;0;0;33;0;0;0;0;2123419;710873;E54C;;0;0;0;0;E54C;1;4;36;2834292;48C441;0;0;1;0;1;0;11;18;11;18;1;5;CL;;;319;2024;0;0;0;0;0;0;TAYLOR;441;;;N;6585;2;0;32.455093;-99.818412;1;1;BAIRD SUB;0.412760415;5.060071159;0.42190545;-0.510722101;0.981342242
1942;0724HO024-1942;0724HO024;24;7;UP;;;UP;0724HO024;;24;7;21;12;30;PM;12;0;0;0;0;;HOUSTON;375.9;48;95;2;2;2;E;;1;35;5;N;YARD 004;1;;2;ELTX;2029;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;M411;;0;0;0;0;M411;2;1;7;88224;48C201;0;0;0;0;0;0;0;;0;;3;5;CL;;;185;2024;0;0;0;0;0;0;HARRIS;201;;;N;59;0;0;29.814947;-95.288085;2;5;SETTEGAST IND LD;-0.624931297;-1.891826048;-0.27844779;0.081545594;-0.691307667
1943;DGN984724R-1943;DGN984724R;24;10;DGNO;;;BNSF;PENDING;;24;10;20;11;30;PM;1;0;0;0;0;;CARROLLTON;630;48;70;4;1;5;R;C-71;3;1005;7;Y;769;1;;4;TILX;32304;8;Y;;;0;;2;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;2;0;0;3000;0;M204;;0;0;0;0;M204;4;1;5;3000;48C113;0;0;1;0;1;0;6;30;6;30;1;5;Cl;;;196;2024;0;0;0;0;0;0;DALLAS;113;;;N;1437;1;0;32.902054;-96.669406;2;5;WPRR;-0.47713134;-0.629005513;-0.22045979;-0.251537608;1.482140123
1944;RLAX82924-1944;RLAX82924;24;8;RLAX;;;RLAX;RLAX82924;;24;8;29;1;0;AM;1;0;0;0;0;;BAYTOWN;;48;82;4;1;8;E;SWIT;1;0;7;Y;PG 1 LEAD;1;;2;CBFX;47131;13;N;;;0;;2;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;4;0;0;12000;0;H306;H303;0;0;0;0;H306;2;1;8;12000;48C071;0;0;1;0;1;1;6;;6;;1;5;Cl;;;198;2024;0;0;0;0;0;0;CHAMBERS;71;;;N;900;1;0;29.778538;-94.892002;2;5;SYSTEM;-0.374871918;-0.556785071;-0.040710665;-0.322752943;1.435799371
1945;RD1024109-1945;RD1024109;24;10;BNSF;;;BNSF;RD1024109;;24;10;10;3;15;AM;1;0;0;0;0;;SAGINAW;10.2;48;78;4;1;3;E;YNYF;3;1133;7;Y;9689;1;0;2;GATX;237226;7;N;;;0;;2;0;0;0;0;0;0;0;0;0;7;0;11;0;0;0;0;4;0;0;25267;38710;T210;;0;0;0;0;T210;2;1;3;63977;48C439;0;0;1;0;1;1;4;43;4;43;1;5;1;;;128;2024;0;0;0;0;0;0;TARRANT;439;;;N;1206;3;0;32.870074;-97.369615;2;5;WICHITA FALLS;-0.594746355;-0.878097564;-0.403857874;-0.068280188;0.700212747
1946;RD1024111-1946;RD1024111;24;10;BNSF;;;BNSF;RD1024111;;24;10;10;9;50;PM;1;15;9;0;0;;SLATON;689.9;48;81;4;1;4;E;HHOU;4;5463;1;Y;4302;1;0;2;GATX;51067;15;N;;;0;;3;0;0;0;0;0;0;0;0;0;35;0;27;0;0;6;0;20;0;0;256955;184000;T221;;0;0;0;0;T221;2;1;4;440955;48C303;0;0;1;0;1;0;10;10;10;10;1;5;1;;;106;2024;0;0;0;0;0;0;LUBBOCK;303;;;N;3703;2;0;33.443499;-101.639419;2;5;SLATON;-0.522760084;1.232005495;-0.657007581;-0.214485003;2.459596159
1947;2024012-1947;2024012;24;8;PTRA;;;PTRA;2024012;;24;8;11;4;10;AM;4;0;0;0;0;;HOUSTON;1;48;80;4;1;1;E;;2;38;5;Y;TRACK 42 NORTH YARD;1;;2;MBLX;28208;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;43000;0;H318;;0;0;0;0;H318;2;1;4;63000;48C201;0;0;1;0;1;2;4;30;4;30;3;5;3;;;128;2024;0;0;0;0;0;0;HARRIS;201;0;0;N;65;1;0;29.761571;-95.292969;2;5;NORTHSHORE;-0.609233838;-1.214628311;-0.370795131;-0.091912499;0.838187436
1948;RD1024108-1948;RD1024108;24;10;BNSF;;;BNSF;RD1024108;;24;10;9;10;20;PM;1;0;0;0;0;;CLEBURNE;317.4;48;70;4;1;4;E;RRDV;2;5993;1;Y;2101;1;0;2;TR;873694;15;N;;;0;;3;0;0;0;0;0;0;0;0;0;46;0;13;0;0;0;0;2;0;0;25072;0;H525;;0;0;0;0;H525;2;1;4;25072;48C251;0;0;1;0;1;1;2;21;2;21;1;5;1;;;117;2024;0;0;0;0;0;0;JOHNSON;251;;;N;3450;3;0;32.345775;-97.380786;2;5;FT WORTH;-0.687976898;0.095375463;-0.769958065;0.256592383;-0.654943196
1949;24092001-1949;24092001;24;9;CPKC;;;CPKC;24092001;;24;9;20;1;30;AM;1;1;1;0;0;;GREENVILLE;175.2;48;71;4;1;39;E;21-1;4;11819;1;Y;SINGLE MAIN TRACK;4;15;1;TTGX;696180;83;Y;;;0;;1;0;0;0;1;0;0;0;0;0;104;0;0;0;0;16;0;0;0;0;918623;39983;H508;;0;0;0;0;H508;1;4;39;958606;48C231;0;0;1;0;1;0;10;30;10;30;1;5;1;;;112;2024;0;0;0;0;0;0;HUNT;231;;;N;6863;2;0;33.143296;-96.189987;1;1;GREENVILLE;0.48164591;4.922663719;0.565633697;-0.526160805;0.610564002
1950;241022003-1950;241022003;24;10;AWRR;;;CMTY;20241022;;24;10;22;3;45;AM;1;0;0;0;0;;AUSTIN;56.6;48;70;4;1;8;R;AWRR;3;11615;1;Y;SINGLE MAIN;3;3.25;1;FLOX;79291;11;N;;;0;;5;0;0;0;0;0;0;0;0;0;90;0;5;0;0;2;0;5;0;0;145000;0;H511;H522;0;0;0;0;H511;1;3;8;317200;48C453;0;0;2;0;1;0;8;45;8;45;2;5;3;;;697;2024;0;0;0;0;0;0;TRAVIS;453;;;N;4741;3;0;30.259989;-97.716501;1;1;CENTRAL;-0.523109002;2.606325242;-0.918645199;0.094691785;0.880982079
1951;RD1024101-1951;RD1024101;24;10;BNSF;;;BNSF;RD1024101;;24;10;1;11;15;AM;1;0;0;0;0;;TEMPLE;219;48;93;2;1;0;R;YTPL;1;2761;7;Y;118;1;0;2;HRTX;32027;15;Y;;;0;;2;0;0;0;0;0;0;0;0;0;23;0;7;0;0;0;0;0;0;0;5056;0;E30C;;0;0;0;0;E30C;2;1;4;12153;48C027;0;0;0;0;1;1;0;;3;44;1;5;1;;;186;2024;0;0;0;0;0;0;BELL;27;;;N;2010;2;0;31.106881;-97.348867;2;5;FT WORTH;-0.73875106;-0.810254197;-0.70207779;0.217240637;-0.47745064
1952;RD1024101-1952;RD1024101;24;10;BNSF;;;BNSF;RD1024101;;24;10;1;11;15;AM;1;0;0;0;0;;TEMPLE;219;48;93;2;1;4;E;YTPL;2;1980;7;Y;118;1;0;2;COER;807500;20;Y;IBT;18760;14;Y;2;0;0;0;0;0;0;0;0;0;18;0;0;0;0;1;0;0;0;0;2110;4987;E30C;;0;0;0;0;E30C;2;1;4;12153;48C027;0;0;0;0;1;1;0;;3;45;3;5;1;;;186;2024;0;0;0;0;0;0;BELL;27;;;N;1206;;3;31.106881;-97.348867;2;5;FT WORTH;-0.636719037;-0.8344389;-0.498269221;0.121468638;-0.456344157
1953;0924MA017-1953;0924MA017;24;9;UP;;;UP;0924MA017;789599S;24;9;17;6;0;AM;7;0;0;0;3;;MAUD;437.24;48;71;1;1;20;E;IMNL;1;8221;1;Y;SINGLE MAIN TRACK;5;32.8;1;UP;5634;1;N;;;0;;2;0;1;0;0;0;0;0;0;0;210;0;0;0;0;0;0;0;0;0;153;20000;M302;;0;0;0;0;M302;1;5;20;20153;48C037;0;0;1;0;1;0;0;40;0;40;1;5;CL;;;216;2024;0;0;0;0;0;0;BOWIE;37;;;N;13750;2;0;33.332829;-94.344982;1;1;PINE BLUFF SUB;-0.415751255;3.980116076;-1.025890488;0.705525122;-3.480429711
1954;0924HO010-1954;0924HO010;24;9;UP;;;UP;0924HO010;;24;9;4;1;54;PM;12;2;2;0;0;;HOUSTON;376.06;48;82;2;1;0;E;;;236;6;N;YARD 503;1;;2;UTLX;957253;1;Y;;;0;;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;30838;0;M411;;0;0;0;0;M411;2;1;0;30838;48C201;0;0;0;0;0;0;0;;0;;1;5;CL;;;128;2024;0;0;0;0;0;0;HARRIS;201;;;N;134;0;0;29.817265;-95.290003;2;5;SETTEGAST IND LD;-0.753559993;-1.910364306;-0.518387843;0.166501737;-0.630578646
1955;0924HO011-1955;0924HO011;24;9;UP;;;UP;0924HO011;;24;9;5;7;40;PM;12;0;0;0;0;;HOUSTON;358;48;77;3;2;5;E;YEW2;4;133;7;Y;YARD 035;1;;2;DOWX;22761;4;Y;;;0;;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;84092;300;M408;;0;0;0;0;M408;2;1;5;84545;48C201;0;0;1;0;0;0;5;10;0;;3;5;CL;;;176;2024;0;0;0;0;0;0;HARRIS;201;;;N;68;1;1;29.790202;-95.305299;2;5;HOUSTON SUB;-0.546841262;-1.343287376;-0.226478124;-0.074662612;0.233142035
1956;0924HO011-1956;0924HO011;24;9;UP;;;UP;0924HO011;;24;9;5;7;40;PM;12;0;0;0;0;;HOUSTON;358;48;77;3;2;4;E;YEW2;4;73;7;Y;YARD 035;1;;2;TBOX;642779;3;Y;;;0;;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;153;0;M408;;0;0;0;0;M408;2;1;5;84545;48C201;0;0;2;0;0;0;4;40;0;;1;5;CL;;;176;2024;0;0;0;0;0;0;HARRIS;201;;;N;68;2;3;29.790202;-95.305299;2;5;HOUSTON SUB;-0.576225678;-1.465863079;-0.261115768;-0.034149002;0.056457454
1957;0924SX003-1957;0924SX003;24;9;UP;;;UP;0924SX003;742719X;24;9;5;7;30;AM;7;0;0;0;0;;DEVINE;238.46;48;73;2;2;25;E;2 ME;3;13037;1;Y;SINGLE MAIN TRACK;4;50.9;1;UP;5427;1;N;;;0;;3;0;0;0;1;0;0;0;0;0;106;0;0;0;0;0;0;0;0;0;1801;20685;M302;;0;0;0;0;M302;1;4;25;22486;48C325;0;0;1;0;1;0;8;30;8;30;1;5;CL;;;106;2024;0;0;0;0;0;0;MEDINA;325;;;N;7195;2;0;29.270706;-98.868742;1;1;DEL RIO SUB;0.061821994;3.407948701;0.059843859;-0.255226047;0.377058929
1958;0924SX005-1958;0924SX005;24;9;UP;;;UP;0924SX005;;24;9;6;2;45;AM;1;0;0;0;0;;SAN ANTONIO;206.6;48;78;4;2;6;E;YSA8;3;11188;1;Y;YARD 005;1;;2;TTGX;704132;52;Y;;;0;;2;0;0;0;0;0;0;0;0;0;95;0;24;0;0;3;0;0;0;0;14268;39909;M103;;0;0;0;0;M103;2;1;6;54177;48C029;0;0;1;0;1;0;4;45;4;45;1;5;CL;;;428;2024;0;0;0;0;0;0;BEXAR;29;;;N;8692;2;0;29.435081;-98.448998;2;5;DEL RIO SUB;-0.732981463;2.385364677;-1.296841292;0.466920388;-0.761937471
1959;0924SX026-1959;0924SX026;24;9;UP;BNSF;RD0924206;UP;0924SX026;416398W;24;9;19;4;30;PM;7;0;0;0;0;;LA GRANGE;88.26;48;96;2;1;0;;;2;0;;;SINGLE MAIN TRACK;3;11.1;1;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40000;M302;;0;0;0;0;M302;1;3;30;44500;48C149;0;0;0;0;0;0;0;;0;;1;5;CL;;;257;2024;0;0;0;0;0;0;FAYETTE;149;;;;6253;;;29.906448;-96.880031;1;1;SMITHVILLE SUB;-0.424710805;-1.833481095;0.072469488;0.001280556;-0.896260042
1960;24121401-1960;24121401;24;12;FWWR;;;FWWR;24121401;;24;12;14;9;0;AM;1;0;0;0;0;;FORT WORTH;6.1;48;68;2;1;5;R;101;3;1135;1;Y;611 EAST WYE;1;>0.01;2;KCSM;4652;1;N;;;0;;2;0;0;0;0;2;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;14854;T110;H511;0;0;0;0;T110;2;1;5;14854;48C439;0;0;1;0;1;0;5;;5;;1;5;Cl;;;192;2024;0;0;0;0;0;0;TARRANT;439;0;0;N;1282;1;0;32.78342;-97.34192;2;5;FORT WORTH;-0.485546792;-0.876961822;-0.188839795;-0.214871257;1.131272936
1961;0924TO028-1961;0924TO028;24;9;UP;;;UP;0924TO028;796312G;24;9;23;7;10;PM;7;7;0;0;0;;MIDLAND;560.2;48;75;3;1;25;E;ZAIL;4;7167;1;Y;SINGLE MAIN TRACK;4;53;1;NS;4557;1;N;;;0;;4;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;8359;35000;M302;;0;0;0;0;M302;1;4;25;43359;48C329;0;0;1;0;1;0;4;40;4;40;1;5;CL;;;184;2024;0;0;0;0;0;0;MIDLAND;329;;;N;8503;2;0;31.944162;-102.173853;1;1;TOYAH SUB;-0.010893946;2.60905522;0.045847702;-0.052251269;-1.06888252
1962;TRE0012F-1962;TRE0012F;24;9;TRE;;;TRE;TRE0012F;;24;9;30;9;1;AM;1;0;0;0;0;;DALLAS;644.3;48;74;2;1;13;E;TRE;3;145;C;Y;TRACK 4;1;0;1;TRE;1050;2;Y;;;0;;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;44990;3110.88;M599;;0;0;0;0;M599;1;1;13;96201.76;48C113;0;0;1;0;1;0;5;50;5;50;1;5;3;;;286;2024;0;0;0;0;0;0;DALLAS;113;;;Y;313;2;0;32.777686;-96.808953;2;5;DFW;0.095941542;-0.704249047;0.949411735;-0.672781413;0.988760206
1963;RD0924102-1963;RD0924102;24;9;BNSF;;;BNSF;RD0924102;;24;9;3;12;15;PM;12;0;0;0;0;;TEAGUE;204.9;48;95;2;1;4;R;RRDV;4;4158;7;Y;101;1;0;2;CRGX;5369;45;Y;;;0;;1;0;0;0;0;0;0;0;0;0;36;0;6;0;0;0;0;0;0;0;22240;154;H318;;0;0;0;0;H318;2;1;4;23903;48C161;0;0;1;0;1;1;5;14;5;14;1;5;1;;;192;2024;0;0;0;0;0;0;FREESTONE;161;;;N;2814;3;0;31.635798;-96.288509;2;5;HOUSTON;-0.654474021;0.61523008;-0.809309138;0.107940391;0.514574453
1964;RD0924112-1964;RD0924112;24;9;BNSF;;;BNSF;RD0924112;;24;9;17;9;45;PM;1;0;0;0;0;;MULESHOE;27.7;48;73;4;3;0;R;QPEA;4;3469;1;Y;SINGLE MAIN TRACK;4;9.89;1;FEC;71338;3;N;;;0;;2;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;50;0;0;98000;0;M102;;0;0;0;0;M102;1;4;0;98000;48C017;0;0;1;0;1;0;3;15;3;15;1;5;1;;;227;2024;0;0;0;0;0;0;BAILEY;17;;;N;7399;2;0;34.174014;-102.650772;1;1;SLATON;-0.709548594;-1.198249696;-0.555752863;0.038967321;0.406036797
1965;RD0924113-1965;RD0924113;24;9;BNSF;;;BNSF;RD0924113;;24;9;18;6;0;PM;1;0;0;0;0;;TEMPLE;219.1;48;93;3;1;0;R;NTPL;2;0;8;Y;115;1;0;2;BNSF;5784;1;;;;0;;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6000;0;H607;;0;0;0;0;H607;2;1;7;26599;48C027;0;0;1;0;1;0;5;;5;;1;5;1;;;230;2024;0;0;0;0;0;0;BELL;27;;;N;292;2;0;31.107499;-97.348809;2;5;GALVESTON;-0.583222907;-1.045172385;-0.355828227;-0.140146276;1.191471478
1966;RD0924113-1966;RD0924113;24;9;BNSF;;;BNSF;RD0924113;;24;9;18;6;0;PM;1;0;0;0;0;;TEMPLE;219.1;48;93;3;1;7;R;YTPL;1;726;7;Y;115;1;0;2;BNSF;2760;1;;;;0;;2;0;0;0;0;2;0;0;0;0;6;0;2;0;0;0;0;0;0;0;12000;8599;H607;;0;0;0;0;H607;2;1;7;26599;48C027;0;0;0;0;1;1;0;;2;30;3;5;1;;;230;2024;0;0;0;0;0;0;BELL;27;;;N;536;;3;31.107499;-97.348809;2;5;GALVESTON;-0.490647021;-1.416838634;-0.102640948;-0.035996313;-0.46016712
1967;RD0924125-1967;RD0924125;24;9;BNSF;;;BNSF;RD0924125;;24;9;30;12;40;AM;13;0;0;0;0;;SNYDER;741.2;48;75;4;1;25;E;HLAL;4;5500;1;Y;SINGLE MAIN TRACK;4;15.05;1;MWCX;463875;6;N;MWCX;463875;6;N;2;0;0;0;0;0;0;0;0;0;34;0;27;0;0;0;0;1;0;0;8711;20000;E06C;;0;0;0;0;E06C;1;4;25;28711;48C415;0;0;1;0;1;0;7;5;7;5;1;5;1;;;153;2024;0;0;0;0;0;0;SCURRY;415;;;N;3724;2;0;32.918413;-101.060811;1;1;SLATON;0.180465878;1.13165335;0.719203052;-0.594534544;0.980278899
1968;RD0924206-1968;RD0924206;24;9;BNSF;;;UP;0924SX026;416398W;24;9;19;4;46;PM;7;3;0;0;0;;LA GRANGE;88.2;48;92;2;1;30;E;HCDT;3;4691;1;Y;SINGLE MAIN TRACK;3;11.1;1;BNSF;8326;1;;;;0;;4;0;0;0;0;0;0;0;0;0;16;0;75;0;0;0;0;0;0;0;4500;0;M302;;0;0;0;0;M302;1;3;30;44500;48C149;0;0;1;0;1;0;10;46;10;46;2;5;1;;;120;2024;0;0;0;0;0;0;FAYETTE;149;;;N;5961;2;0;29.90642;-96.880107;2;2;SMITHVILLE (UP);0.45155821;1.272228325;1.223148581;-0.973760528;2.237055648
1969;RD0924211-1969;RD0924211;24;9;BNSF;;;UP;0924GC028;762723S;24;9;24;5;21;AM;7;8;0;0;0;;BEAUMONT;285.1;48;73;1;1;30;E;MDYT;3;1393;1;Y;SINGLE MAIN TRACK;4;23.2;1;BNSF;6893;1;;;;0;;1;0;0;0;0;0;0;0;0;0;6;0;21;0;0;0;0;0;0;0;3700;0;M302;;0;0;0;0;M302;1;4;30;13700;48C245;0;0;1;0;1;0;7;21;7;21;2;5;1;;;234;2024;0;0;0;0;0;0;JEFFERSON;245;;;N;1712;2;0;30.065158;-94.209434;1;1;HOUSTON (UP);0.424648286;0.297685276;1.346538678;-0.896616938;1.323672481
1970;0924GC028-1970;0924GC028;24;9;UP;BNSF;RD0924211;UP;0924GC028;762723S;24;9;24;5;21;AM;7;0;0;0;0;;BEAUMONT;285.13;48;73;1;2;0;;;3;0;;;SINGLE MAIN TRACK;3;23.2;1;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;M302;;0;0;0;0;M302;1;4;30;13700;48C245;0;0;0;0;0;0;0;;0;;1;5;CL;;;220;2024;0;0;0;0;0;0;JEFFERSON;245;;;;1785;;;30.065158;-94.209434;1;1;HOUSTON SUB;-0.424710805;-1.833481095;0.072469488;0.001280556;-0.896260042
1971;24100401-1971;24100401;24;10;FWWR;;;FWWR;24100401;;24;10;4;2;30;AM;1;4;0;0;0;;FORT WORTH;4.8;48;81;4;1;10;A;301;3;9113;7;Y;100 EAST TRACK;1;>0.01;2;CBTX;715964;57;N;;;0;;6;0;0;0;0;0;0;0;0;0;50;0;48;0;0;1;0;19;0;0;1834120;300000;T111;;0;0;0;0;T111;2;1;10;2134120;48C439;0;0;1;0;1;1;3;;3;;1;5;Cl;;;304;2024;0;0;0;0;0;0;TARRANT;439;;;N;5552;3;0;32.812219;-97.31794;2;5;FORT WORTH;-0.535681239;1.186805598;-0.68235383;0.208236966;-0.686221029
1972;24100501-1972;24100501;24;10;FWWR;;;FWWR;24100501;;24;10;5;8;30;PM;1;0;0;0;0;;FORT WORTH;6;48;86;4;1;4;E;201;3;1292;7;Y;403 SHAMROCK LEAD;1;>0.01;1;CP;7042;1;N;;;0;;2;0;0;0;0;2;0;0;0;0;0;0;29;0;0;0;0;1;0;0;7049;5557;T110;;0;0;0;0;T110;1;1;4;12606;48C439;0;0;1;0;1;1;10;;10;;1;5;Cl;;;120;2024;0;0;0;0;0;0;TARRANT;439;;;N;1373;1;0;32.78032;-97.342903;2;3;FORT WORTH;-0.430651635;-0.001837776;-0.243610793;-0.448834687;3.008999738
1973;DGN994924D-1973;DGN994924D;24;11;DGNO;;;DGNO;DGN994924D;;24;11;3;5;50;PM;1;0;0;0;0;;SHERMAN;322;48;80;3;2;10;R;S710;2;9350;1;Y;SINGLE MAIN TRACK;X;2.49;1;AOKX;301265;21;Y;;;0;;3;0;0;0;0;0;0;0;0;0;71;0;0;0;0;5;0;0;0;0;125000;75000;T220;;0;0;0;0;T220;1;X;10;200000;48C181;0;0;1;0;1;0;3;50;3;50;1;5;Cl;;;111;2024;0;0;0;0;0;0;GRAYSON;181;;;N;3650;1;0;33.554066;-96.601306;1;2;DGNO;-0.518744916;1.29297492;-0.668566555;0.220500728;-0.786691117
